"","name","sizeF","type","subtype","alignmentF","hit_points","hit_dice","strength","dexterity","constitution","intelligence","wisdom","charisma","legal","moral"
"2197","Shadow Fey Forest Hunter","Medium","humanoid","elf","lawful evil",104,"19d8+19",12,18,12,11,12,16,"lawful","evil"
"2198","Shadow Fey Guardian","Large","humanoid","elf","neutral evil",110,"13d10+39",18,14,16,6,14,8,"neutral","evil"
"2199","Shadow Fey Poisoner","Medium","humanoid","elf","neutral",112,"15d8+45",11,18,16,13,11,14,"neutral","neutral"
"2200","Shadow Giant","Huge","giant","","chaotic evil",209,"22d20+66",18,25,17,12,13,21,"chaotic","evil"
"2201","Shadow Goblin","Small","humanoid","goblinoid","neutral evil",13,"3d6+3",10,16,12,13,12,8,"neutral","evil"
"2202","Shadow Lurker","Medium","fey","","chaotic evil",84,"13d8+26",10,22,14,12,14,16,"chaotic","evil"
"2203","Shadow of Death","Large","celestial","","chaotic evil",250,"20d10+140",7,26,24,25,25,30,"chaotic","evil"
"2204","Shadow Ooze","Medium","ooze","","unaligned",76,"9d8+36",16,6,18,2,6,2,"unaligned","unaligned"
"2205","Shadow River Lord","Medium","undead","","neutral evil",135,"18d8+54",14,18,16,12,16,18,"neutral","evil"
"2206","Shadow Skeleton","Medium","undead","","neutral evil",52,"8d8+16",10,16,15,9,11,9,"neutral","evil"
"2207","Shadow Antipaladin","Small","humanoid","","chaotic evil",82,"11d6 + 44",11,18,18,11,5,14,"chaotic","evil"
"2208","Shadow Beast","Medium","fey","","chaotic evil",112,"15d8 + 45",6,20,17,14,14,19,"chaotic","evil"
"2209","Shadow Fey","Medium","humanoid","","lawful evil",31,"7d8",10,14,10,11,11,13,"lawful","evil"
"2210","Shambling Mound","Large","plant","","unaligned",136,"16d10+48",18,8,16,5,10,5,"unaligned","unaligned"
"2211","Shambling Mound","Large","plant","","",123,"13d10+52",18,10,18,6,12,6,"unaligned","unaligned"
"2212","Shantak","Large","monstrosity","","lawful evil",123,"13d10+52",18,12,18,6,14,8,"lawful","evil"
"2213","Shard Swarm","Medium","construct","","unaligned",22,"5d8",3,13,11,1,5,1,"unaligned","unaligned"
"2214","Sharkjaw Skeleton","Large","undead","","lawful evil",45,"6d10+12",16,10,15,6,8,4,"lawful","evil"
"2215","Sharkjaw Skeleton","Large","undead","","lawful evil",45,"6d10 + 12",16,10,15,6,8,4,"lawful","evil"
"2216","Shellycoat","Medium","fey","","neutral evil",75,"10d8+30",17,15,16,13,9,7,"neutral","evil"
"2217","Shellycoat","Medium","fey","","neutral evil",52,"7d8 + 21",17,15,16,13,9,7,"neutral","evil"
"2218","Shetani","Medium","fiend","","neutral evil",190,"20d8+100",17,19,20,18,17,20,"neutral","evil"
"2219","Shield Guardian","Large","construct","","unaligned",142,"15d10+60",18,8,18,7,10,3,"unaligned","unaligned"
"2220","Shield Guardian","Large","construct","","",133,"14d10+56",18,10,18,6,10,3,"unaligned","unaligned"
"2221","Shiftshroom","Medium","plant","shapechanger","unaligned",18,"4d8",12,1,10,1,5,1,"unaligned","unaligned"
"2222","Shimmer Seal","Medium","beast","","unaligned",105,"14d8+42",18,14,17,5,12,9,"unaligned","unaligned"
"2223","Shockwing","Small","beast","","unaligned",27,"5d6+10",11,15,14,3,10,7,"unaligned","unaligned"
"2224","Shoggoth","Huge","aberration","","chaotic neutral",387,"25d12+225",26,14,28,12,16,13,"chaotic","neutral"
"2225","Shoggoth","Huge","aberration","","chaotic neutral",325,"21d12 + 189",26,14,28,12,20,13,"chaotic","neutral"
"2226","Shoreline Scrapper","Large","beast","","unaligned",93,"11d10+33",16,12,16,3,11,5,"unaligned","unaligned"
"2227","Shriekbat","Huge","monstrosity","","unaligned",178,"17d12+68",24,12,18,3,10,7,"unaligned","unaligned"
"2228","Shrieker","Medium","plant","","unaligned",13,"3d8",1,1,10,1,3,1,"unaligned","unaligned"
"2229","Shrieker","Medium","plant","","",13,"3d8",1,1,10,1,2,1,"unaligned","unaligned"
"2230","Shroud","Medium","undead","","neutral evil",9,"2d8",4,13,10,2,10,8,"neutral","evil"
"2231","Shroud Ray","Large","aberration","","",97,"13d10+26",18,16,14,12,12,12,"unaligned","unaligned"
"2232","Shroud","Medium","undead","","neutral evil",13,"3d8",4,13,10,2,10,8,"neutral","evil"
"2233","Shukankor","Huge","aberration","","chaotic evil",115,"11d12+44",22,12,18,8,12,6,"chaotic","evil"
"2234","Shurale","Medium","fey","","neutral evil",105,"14d8+42",18,19,16,12,15,18,"neutral","evil"
"2235","Sigilian","Medium","construct","","unaligned",65,"10d8+20",6,18,14,5,10,20,"unaligned","unaligned"
"2236","Silenal","Small","fey","","chaotic neutral",117,"18d6+54",10,18,16,10,13,19,"chaotic","neutral"
"2237","Silent Crier","Medium","fiend","","neutral evil",105,"14d8+42",17,10,16,10,18,16,"neutral","evil"
"2238","Silver Dragon Wyrmling","Medium","dragon","","lawful good",45,"6d8+18",19,10,17,12,11,15,"lawful","good"
"2239","Silver Dragon Wyrmling","Medium","dragon","","",60,"8d8+24",18,14,16,12,10,14,"unaligned","unaligned"
"2240","Silver Dragon Wyrmling Skeleton","Medium","undead","","lawful evil",45,"6d8+18",19,10,17,8,10,8,"lawful","evil"
"2241","Simhamukha","Huge","celestial","dakini","chaotic good",115,"11d12+44",21,15,19,12,17,19,"chaotic","good"
"2242","Simurg","Gargantuan","celestial","","neutral good",108,"8d20+24",18,11,17,14,17,16,"neutral","good"
"2243","Sinstar","Tiny","plant","","lawful evil",275,"50d4+150",5,14,17,21,18,15,"lawful","evil"
"2244","Sinstar Thrall","Medium","plant","","unaligned",58,"9d8+18",17,10,15,3,10,1,"unaligned","unaligned"
"2245","Siren","Medium","monstrosity","","",38,"7d8+7",12,12,12,10,10,14,"unaligned","unaligned"
"2246","Skein Witch","Medium","celestial","","neutral",162,"25d8+50",6,12,14,16,20,20,"neutral","neutral"
"2247","Skein Witch","Medium","celestial","","neutral",162,"25d8 +50",6,12,14,16,20,20,"neutral","neutral"
"2248","Skeletal Champion","Medium","undead","","",58,"9d8+18",16,16,14,6,8,5,"unaligned","unaligned"
"2249","Skeletal Tyrannosaurus Rex","Huge","undead","","",126,"11d12+55",22,10,20,2,8,5,"unaligned","unaligned"
"2250","Skeletal Warhorse","Large","undead","","",30,"4d10+8",18,12,14,3,8,5,"unaligned","unaligned"
"2251","Skeleton","Medium","undead","","lawful evil",13,"2d8+4",10,14,15,6,8,5,"lawful","evil"
"2252","Skeleton","Medium","undead","","",13,"2d8+4",10,14,14,6,8,5,"unaligned","unaligned"
"2253","Skeleton Horde","Large","undead","","",65,"10d8+20",10,14,14,6,8,5,"unaligned","unaligned"
"2254","Skin Bat","Small","undead","","neutral evil",14,"4d6",12,16,10,2,13,6,"neutral","evil"
"2255","Skin Bat","Small","undead","","neutral evil",28,"8d6",12,16,10,2,13,6,"neutral","evil"
"2256","Skitterhaunt","Large","ooze","","unaligned",95,"10d10+40",15,11,19,1,7,1,"unaligned","unaligned"
"2257","Skitterhaunt","Large","ooze","","unaligned",95,"10d10 + 40",15,11,19,3,7,1,"unaligned","unaligned"
"2258","Skull Drake","Medium","dragon","","neutral",75,"10d8+30",16,17,16,8,12,10,"neutral","neutral"
"2259","Skull Lantern","Tiny","undead","","unaligned",14,"4d4+4",1,16,12,3,6,5,"unaligned","unaligned"
"2260","Skydancer","Medium","humanoid","any race","chaotic neutral",63,"14d8",10,18,10,12,16,11,"chaotic","neutral"
"2261","Sleipnir","Large","monstrosity","","neutral good",105,"10d10+50",20,12,20,10,15,10,"neutral","good"
"2262","Slithy Tove","Small","monstrosity","","unaligned",91,"14d6+42",10,20,16,5,14,9,"unaligned","unaligned"
"2263","Slow Storm","Huge","elemental","","chaotic neutral",225,"18d12+108",20,19,22,11,16,11,"chaotic","neutral"
"2264","Slow Storm","Medium","elemental","","chaotic neutral",220,"21d8 + 126",20,19,22,11,18,11,"chaotic","neutral"
"2265","Sluagh Swarm","Medium","fey","Swarm","chaotic evil",54,"12d8",6,16,11,6,13,10,"chaotic","evil"
"2266","Smaragdine Golem","Large","construct","","unaligned",231,"22d10+110",24,11,21,3,11,1,"unaligned","unaligned"
"2267","Smaragdine Golem","Large","construct","","unaligned",231,"22d10 + 110",24,11,21,3,11,1,"unaligned","unaligned"
"2268","Snake Lamia","Large","monstrosity","","",85,"10d10+30",16,16,16,14,16,18,"unaligned","unaligned"
"2269","Snake with a Hundred Mage Hands","Small","monstrosity","","neutral",67,"15d6+15",8,18,12,18,10,6,"neutral","neutral"
"2270","Snallygaster","Huge","aberration","","unaligned",207,"18d12+90",24,10,21,4,14,12,"unaligned","unaligned"
"2271","Snatch Bat","Medium","aberration","","chaotic neutral",97,"15d8+30",16,20,14,6,12,5,"chaotic","neutral"
"2272","Snow Cat","Medium","beast","","unaligned",13,"3d8",14,14,10,3,14,7,"unaligned","unaligned"
"2273","Snow Giant","Huge","giant","","neutral",138,"12d12+60",19,12,20,9,15,6,"neutral","neutral"
"2274","Snow Hag","Medium","fey","","neutral evil",82,"11d8+33",16,12,16,13,14,16,"neutral","evil"
"2275","Snow Terror","Large","fiend","shapechanger","chaotic evil",127,"15d10+45",19,22,17,12,9,16,"chaotic","evil"
"2276","Snow Queen","Medium","fey","","neutral evil",182,"28d8 + 56",16,18,14,18,20,18,"neutral","evil"
"2277","Sodwose","Medium","plant","","neutral evil",127,"15d8+60",10,21,18,15,14,9,"neutral","evil"
"2278","Soil Snake","Huge","construct","","unaligned",115,"11d12+44",21,10,18,6,12,5,"unaligned","unaligned"
"2279","Solar","Large","celestial","","lawful good",243,"18d10+144",26,22,26,25,25,30,"lawful","good"
"2280","Solar","Large","celestial","","",319,"22d10+198",28,22,28,22,30,30,"unaligned","unaligned"
"2281","Soldier","Medium","humanoid","","",19,"3d8+6",14,12,14,10,10,10,"unaligned","unaligned"
"2282","Soldier Squad","Large","humanoid","","",97,"15d8+30",14,12,14,10,10,10,"unaligned","unaligned"
"2283","Somberweave","Medium","fey","","neutral evil",78,"12d8+24",14,19,14,10,13,16,"neutral","evil"
"2284","Son Of Fenris","Huge","monstrosity","","chaotic evil",175,"14d12+84",26,16,23,16,18,14,"chaotic","evil"
"2285","Song Angel","Large","celestial","","lawful good",76,"9d10+27",12,16,16,18,18,21,"lawful","good"
"2286","Son of Fenris","Huge","monstrosity","","chaotic evil",175,"14d12 + 84",26,16,23,16,18,14,"chaotic","evil"
"2287","Sootwing","Small","beast","","unaligned",13,"3d6+3",11,12,12,3,10,7,"unaligned","unaligned"
"2288","Sooze","Medium","aberration","shoth","lawful neutral",49,"11d8",14,10,10,10,14,16,"lawful","neutral"
"2289","Soul Eater","Medium","fiend","","neutral evil",104,"16d8+32",13,22,14,12,11,11,"neutral","evil"
"2290","Soul Eater","Medium","fiend","","neutral evil",105,"14d8 + 42",13,22,17,12,11,11,"neutral","evil"
"2291","Spark","Tiny","elemental","","chaotic neutral",84,"13d4+52",4,20,18,10,12,17,"chaotic","neutral"
"2292","Spark Mephit","Small","elemental","","",17,"5d6",8,14,10,8,10,12,"unaligned","unaligned"
"2293","Spark","Tiny","elemental","","chaotic neutral",104,"16d4 + 64",4,20,18,10,12,17,"chaotic","neutral"
"2294","Spawn of Alquam","Large","fiend","demon","chaotic evil",114,"12d10+48",12,17,19,14,16,13,"chaotic","evil"
"2295","Spawn Of Arbeyach","Medium","fiend","devil","lawful evil",78,"12d8+24",18,15,15,10,13,12,"lawful","evil"
"2296","Spawn of Chernobog","Large","fiend","","chaotic evil",95,"10d10+40",22,12,18,10,12,12,"chaotic","evil"
"2297","Spawn of Hriggala","Huge","fiend","demon","chaotic evil",138,"12d12+60",25,7,21,6,8,4,"chaotic","evil"
"2298","Spawn of Rhopalocerex","Large","fiend","demon","chaotic evil",112,"15d10+30",14,18,15,10,13,15,"chaotic","evil"
"2299","Spawn of Akyishigal","Medium","fiend","","chaotic evil",119,"14d8 + 56",15,13,19,10,11,12,"chaotic","evil"
"2300","Spawn of Arbeyach","Medium","fiend","","lawful evil",78,"12d8 + 24",18,15,15,10,13,12,"lawful","evil"
"2301","Speaker to the Darkness","Small","humanoid","derro","chaotic evil",135,"18d6+72",11,16,18,10,9,18,"chaotic","evil"
"2302","Specter","Medium","undead","","chaotic evil",22,"5d8",1,14,11,10,10,11,"chaotic","evil"
"2303","Specter","Medium","undead","","",22,"5d8",2,14,10,10,10,14,"unaligned","unaligned"
"2304","Spectral Guardian","Medium","undead","","neutral evil",110,"13d8+52",6,18,18,11,16,18,"neutral","evil"
"2305","Spectral Guardian","Medium","undead","","neutral evil",93,"11d8 + 44",6,18,18,11,16,18,"neutral","evil"
"2306","Spell-warped Chuul","Large","aberration","","",127,"15d10+45",18,10,16,5,16,10,"unaligned","unaligned"
"2307","Spellhound","Large","monstrosity","","lawful neutral",102,"12d10+36",18,15,16,3,13,8,"lawful","neutral"
"2308","Sphinx","Large","monstrosity","","",142,"15d10+60",22,14,18,18,22,20,"unaligned","unaligned"
"2309","Spider","Tiny","beast","","unaligned",1,"1d4-1",2,14,8,1,10,2,"unaligned","unaligned"
"2310","Spider","Tiny","beast","","",1,"1d4-1",2,14,8,1,10,2,"unaligned","unaligned"
"2311","Spider Drake","Large","dragon","","lawful evil",136,"16d10+48",19,13,17,7,16,15,"lawful","evil"
"2312","Spider Of Leng","Large","aberration","","chaotic evil",144,"17d10+51",14,16,16,17,10,10,"chaotic","evil"
"2313","Spider Thief","Small","construct","","unaligned",54,"12d6+12",10,12,12,3,10,1,"unaligned","unaligned"
"2314","Spider of Leng","Large","aberration","","chaotic evil",144,"17d10 + 51",14,16,16,18,10,10,"chaotic","evil"
"2315","Spider Thief","Small","construct","","unaligned",66,"12d6 + 24",10,12,14,3,10,1,"unaligned","unaligned"
"2316","Spinosaurus","Gargantuan","beast","","unaligned",231,"14d20+84",27,9,22,2,11,10,"unaligned","unaligned"
"2317","Spinosaurus","Gargantuan","beast","","unaligned",232,"15d20 + 75",25,9,21,2,11,10,"unaligned","unaligned"
"2318","Spire Walker","Tiny","fey","","chaotic neutral",38,"11d4+22",3,18,14,11,10,14,"chaotic","neutral"
"2319","Spire Walker","Tiny","fey","","chaotic neutral",49,"11d4 + 22",3,18,14,11,10,16,"chaotic","neutral"
"2320","Spirit Lamp","Medium","undead","","chaotic evil",82,"11d8+33",12,19,16,13,14,19,"chaotic","evil"
"2321","Spirit Naga","Large","monstrosity","","chaotic evil",75,"10d10+20",18,17,14,16,15,16,"chaotic","evil"
"2322","Spirit Naga","Large","monstrosity","","",85,"10d10+30",16,16,16,16,14,16,"unaligned","unaligned"
"2323","Splinter Matron","Medium","fey","","chaotic evil",136,"16d8+64",14,18,19,11,9,14,"chaotic","evil"
"2324","Sporous Crab","Small","beast","","unaligned",33,"6d6+12",14,8,15,3,13,4,"unaligned","unaligned"
"2325","Spree","Small","fiend","demon","chaotic evil",84,"13d6+39",11,17,16,10,8,15,"chaotic","evil"
"2326","Sprite","Tiny","fey","","neutral good",2,"1d4",3,18,10,14,13,11,"neutral","good"
"2327","Sprite","Tiny","fey","","",2,"1d4",2,18,10,14,12,10,"unaligned","unaligned"
"2328","Spurred Water Skate","Large","beast","","unaligned",60,"8d10+16",12,17,15,3,10,6,"unaligned","unaligned"
"2329","Spy","Medium","humanoid","any race","any alignment",27,"6d8",10,15,10,12,14,16,"unaligned","unaligned"
"2330","Spy","Medium","humanoid","","",27,"6d8",10,14,10,12,14,14,"unaligned","unaligned"
"2331","Spymaster","Medium","humanoid","","",97,"15d8+30",10,16,14,12,12,12,"unaligned","unaligned"
"2332","Ssadar","Medium","humanoid","","chaotic evil",71,"11d8+22",16,14,15,9,14,10,"chaotic","evil"
"2333","Stained-Glass Moth","Small","construct","","unaligned",45,"6d6+24",10,14,18,5,14,10,"unaligned","unaligned"
"2334","Star Drake","Large","dragon","","neutral",189,"18d10+90",20,17,21,16,24,20,"neutral","neutral"
"2335","Star-Nosed Diopsid","Large","aberration","","lawful evil",153,"18d10+54",19,14,17,17,16,15,"lawful","evil"
"2336","Star Spawn Of Cthulhu","Large","fiend","","chaotic evil",187,"15d10+105",25,15,24,30,18,23,"chaotic","evil"
"2337","Star Drake","Large","dragon","","neutral",189,"18d10 + 90",20,17,21,16,24,20,"neutral","neutral"
"2338","Stargazer","Huge","monstrosity","","unaligned",168,"16d12+64",20,10,18,3,14,4,"unaligned","unaligned"
"2339","Star Spawn of Cthulhu","Large","fiend","","chaotic evil",212,"17d10 + 119",25,15,24,30,18,23,"chaotic","evil"
"2340","Starving Specter","Medium","undead","","chaotic evil",90,"12d8+36",10,16,17,11,14,13,"chaotic","evil"
"2341","Steam Golem","Large","construct","","unaligned",171,"18d10+72",26,12,18,3,10,1,"unaligned","unaligned"
"2342","Steam Mephit","Small","elemental","","neutral evil",21,"6d6",5,11,10,11,10,12,"neutral","evil"
"2343","Steam Mephit","Small","elemental","","",21,"6d6",6,10,10,8,10,10,"unaligned","unaligned"
"2344","Steam Golem","Large","construct","","unaligned",171,"18d10 + 72",26,12,18,3,10,1,"unaligned","unaligned"
"2345","Stegosaurus","Huge","beast","","",63,"6d12+24",18,10,18,2,12,5,"unaligned","unaligned"
"2346","Stellar Rorqual","Gargantuan","aberration","","neutral",165,"10d20+60",26,8,22,7,18,8,"neutral","neutral"
"2347","Stirge","Tiny","beast","","unaligned",2,"1d4",4,16,11,2,8,6,"unaligned","unaligned"
"2348","Stirge","Tiny","beast","","",2,"1d4",4,16,10,2,8,4,"unaligned","unaligned"
"2349","Stone Colossus","Gargantuan","construct","","",263,"17d20+85",22,10,20,3,12,1,"unaligned","unaligned"
"2350","Stone Creeper","Medium","plant","","unaligned",30,"4d8+12",12,15,16,4,6,4,"unaligned","unaligned"
"2351","Stone-Eater Slime","Small","ooze","","unaligned",90,"12d6+48",16,11,19,1,6,3,"unaligned","unaligned"
"2352","Stone Giant","Huge","giant","","neutral",126,"11d12+55",23,15,20,10,12,9,"neutral","neutral"
"2353","Stone Giant","Huge","giant","","",126,"11d12+55",23,14,20,10,12,10,"unaligned","unaligned"
"2354","Stone Giant Stonetalker","Huge","giant","","",126,"11d12+55",23,14,20,10,12,10,"unaligned","unaligned"
"2355","Stone Golem","Large","construct","","unaligned",178,"17d10+85",22,9,20,3,11,1,"unaligned","unaligned"
"2356","Stone Guardian","Large","construct","","",178,"17d10+85",22,10,20,3,12,1,"unaligned","unaligned"
"2357","Stoneguard","Medium","humanoid","any race","lawful neutral",152,"16d8+80",18,10,20,10,14,9,"lawful","neutral"
"2358","Storm Giant","Huge","giant","","chaotic good",230,"20d12+100",29,14,20,16,18,18,"chaotic","good"
"2359","Storm Giant","Huge","giant","","",230,"20d12+100",29,14,20,16,18,18,"unaligned","unaligned"
"2360","Storm Giant Monarch","Huge","giant","","",460,"40d12+200",29,14,20,16,18,18,"unaligned","unaligned"
"2361","Storm Lord","Huge","elemental","","neutral",161,"17d12+51",20,18,16,12,14,18,"neutral","neutral"
"2362","Storm Maiden","Medium","elemental","","chaotic evil",78,"12d8+24",16,16,15,10,11,17,"chaotic","evil"
"2363","Storm Spirit","Medium","elemental","","neutral",22,"5d8",12,14,11,6,10,6,"neutral","neutral"
"2364","Stormboar","Large","monstrosity","","unaligned",95,"10d10+40",19,12,18,3,10,7,"unaligned","unaligned"
"2365","Stout Halfling Guard","Small","humanoid","","",11,"2d8+2",10,12,12,10,10,10,"unaligned","unaligned"
"2366","Strider","Medium","humanoid","","",90,"12d8+36",12,18,16,12,18,12,"unaligned","unaligned"
"2367","Strife","Small","fey","","chaotic evil",60,"11d6 + 22",8,20,14,13,14,16,"chaotic","evil"
"2368","Strobing Fungus","Medium","plant","","unaligned",76,"9d8+36",16,11,19,5,13,15,"unaligned","unaligned"
"2369","Stryx","Tiny","monstrosity","","neutral",10,"4d4",3,17,11,8,15,6,"neutral","neutral"
"2370","Stryx","Tiny","monstrosity","","neutral",10,"4d4",3,14,11,8,15,6,"neutral","neutral"
"2371","Stuhac","Medium","fiend","","neutral evil",190,"20d8+100",22,18,20,12,16,15,"neutral","evil"
"2372","Stuhac","Medium","fiend","","neutral evil",209,"22d8 + 110",22,18,20,12,16,15,"neutral","evil"
"2373","Stygian Fat-Tailed Scorpion","Tiny","beast","","unaligned",10,"4d4",3,16,10,1,10,2,"unaligned","unaligned"
"2374","Stygian Fat-Tailed Scorpion","Tiny","beast","","unaligned",63,"14d4 + 28",3,14,15,1,10,2,"unaligned","unaligned"
"2375","Subek","Large","humanoid","subek","lawful neutral",76,"8d10+32",19,10,18,14,13,13,"lawful","neutral"
"2376","Subek","Large","humanoid","","lawful neutral",114,"12d10 + 48",19,10,18,14,13,13,"lawful","neutral"
"2377","Succubus/Incubus","Medium","fiend","shapechanger","neutral evil",66,"12d8+12",8,17,13,15,12,20,"neutral","evil"
"2378","Sulsha","Large","humanoid","simian","lawful evil",90,"12d10+24",18,14,14,11,12,9,"lawful","evil"
"2379","Sunflower Sprite","Small","fey","","neutral good",14,"4d6",8,14,10,10,14,16,"neutral","good"
"2380","Sunset Raptor","Medium","monstrosity","","unaligned",32,"5d8+10",12,15,14,4,12,16,"unaligned","unaligned"
"2381","Suppurating Ooze","Medium","ooze","","unaligned",30,"4d8+12",16,6,16,1,6,2,"unaligned","unaligned"
"2382","Suturefly","Tiny","beast","","unaligned",7,"3d4",1,19,10,1,12,4,"unaligned","unaligned"
"2383","Suturefly","Tiny","beast","","unaligned",10,"4d4",1,15,10,1,12,4,"unaligned","unaligned"
"2384","Swamp Adder","Small","beast","","unaligned",18,"4d6+4",4,16,12,1,10,4,"unaligned","unaligned"
"2385","Swamp Lily","Medium","plant","","unaligned",136,"16d8+64",16,9,18,4,12,17,"unaligned","unaligned"
"2386","Swamp Naga","Large","monstrosity","","lawful evil",102,"12d10+36",18,16,17,11,14,17,"lawful","evil"
"2387","Swamp Adder","Small","beast","","unaligned",18,"4d6 + 4",4,16,12,1,10,4,"unaligned","unaligned"
"2388","Swampgas Bubble","Medium","ooze","","unaligned",59,"7d8+28",16,7,18,1,10,3,"unaligned","unaligned"
"2389","Swampgas Shade","Medium","undead","","neutral evil",39,"6d8+12",6,17,15,8,12,8,"neutral","evil"
"2390","Swarm, Biting Gnat","Medium","beast","","unaligned",16,"3d8+3",2,17,12,1,10,1,"unaligned","unaligned"
"2391","Swarm, Gryllus","Large","construct","","lawful neutral",110,"17d10+17",14,18,13,6,13,10,"lawful","neutral"
"2392","Swarm, Ice Borers","Medium","elemental","","unaligned",40,"9d8",7,15,10,3,10,3,"unaligned","unaligned"
"2393","Swarm of Bats","Medium","beast","Swarm","unaligned",22,"5d8",5,15,10,2,12,4,"unaligned","unaligned"
"2394","Swarm of Bats","Medium","beast","","",18,"4d8",4,14,10,2,12,4,"unaligned","unaligned"
"2395","Swarm of Beetles","Medium","beast","Swarm","unaligned",22,"5d8",3,13,10,1,7,1,"unaligned","unaligned"
"2396","Swarm of Centipedes","Medium","beast","Swarm","unaligned",22,"5d8",3,13,10,1,7,1,"unaligned","unaligned"
"2397","Swarm of Compsognathus","Medium","beast","Swarm","unaligned",44,"8d8+8",6,14,12,4,10,5,"unaligned","unaligned"
"2398","Swarm of Esteron","Medium","beast","Swarm","unaligned",54,"12d8",10,16,10,2,12,4,"unaligned","unaligned"
"2399","Swarm of Insects","Medium","beast","Swarm","unaligned",22,"5d8",3,13,10,1,7,1,"unaligned","unaligned"
"2400","Swarm of Insects","Medium","beast","","",22,"5d8",2,14,10,1,6,4,"unaligned","unaligned"
"2401","Swarm of Khalkos Spawn","Medium","aberration","","",71,"11d8+22",6,16,14,18,14,12,"unaligned","unaligned"
"2402","Swarm of Poisonous Snakes","Medium","beast","Swarm","unaligned",36,"8d8",8,18,11,1,10,3,"unaligned","unaligned"
"2403","Swarm of Poisonous Snakes","Medium","beast","","",45,"10d8",8,18,10,1,10,4,"unaligned","unaligned"
"2404","Swarm of Quippers","Medium","beast","Swarm","unaligned",28,"8d8-8",13,16,9,1,7,2,"unaligned","unaligned"
"2405","Swarm of Quippers","Medium","beast","","",28,"8d8-8",12,16,8,2,6,4,"unaligned","unaligned"
"2406","Swarm of Rats","Medium","beast","Swarm","unaligned",24,"7d8-7",9,11,9,2,10,3,"unaligned","unaligned"
"2407","Swarm of Rats","Medium","beast","","",17,"5d8-5",10,12,8,2,10,4,"unaligned","unaligned"
"2408","Swarm of Ravens","Medium","beast","Swarm","unaligned",24,"7d8-7",6,14,8,3,12,6,"unaligned","unaligned"
"2409","Swarm of Ravens","Medium","beast","","",17,"5d8-5",6,14,8,2,12,4,"unaligned","unaligned"
"2410","Swarm of Spiders","Medium","beast","Swarm","unaligned",22,"5d8",3,13,10,1,7,1,"unaligned","unaligned"
"2411","Swarm of Wasps","Medium","beast","Swarm","unaligned",22,"5d8",3,13,10,1,7,1,"unaligned","unaligned"
"2412","Swarm, Swamp Slirghs","Large","elemental","","neutral",66,"12d10",17,11,10,7,15,3,"neutral","neutral"
"2413","Swarm, Vampire Blossom","Large","plant","","unaligned",82,"11d10+22",3,19,14,3,14,13,"unaligned","unaligned"
"2414","Swarm of Fire Dancers","Medium","swarm","","neutral evil",90,"12d8 + 36",10,20,16,6,10,7,"neutral","evil"
"2415","Swarm of Manabane Scarabs","Medium","swarm","","unaligned",82,"11d8 + 33",3,16,16,1,13,2,"unaligned","unaligned"
"2416","Swarm of Prismatic Beetles","Medium","swarm","","unaligned",60,"11d8 + 11",3,16,12,1,13,2,"unaligned","unaligned"
"2417","Swarm of Sluaghs","Medium","swarm","","chaotic evil",54,"12d8",6,16,11,6,13,10,"chaotic","evil"
"2418","Swarm of Wharflings","Large","swarm","","unaligned",66,"12d10",10,16,10,2,12,8,"unaligned","unaligned"
"2419","Swarm of Wolf Spirits","Large","swarm","","neutral evil",104,"16d10 + 16",14,18,12,4,10,12,"neutral","evil"
"2420","Swolbold","Medium","humanoid","kobold","chaotic neutral",65,"10d8+20",19,11,15,6,12,7,"chaotic","neutral"
"2421","Talus Flow","Large","elemental","","neutral evil",102,"12d10+36",17,10,16,5,12,5,"neutral","evil"
"2422","Tar Ghoul","Medium","undead","","neutral evil",66,"12d8+12",16,17,13,11,10,8,"neutral","evil"
"2423","Tar Ooze","Large","ooze","","unaligned",120,"15d10+45",18,8,16,1,8,2,"unaligned","unaligned"
"2424","Tarrasque","Gargantuan","monstrosity","titan","unaligned",676,"33d20+330",30,11,30,3,11,11,"unaligned","unaligned"
"2425","Tarrasque","Titanic","monstrosity","","",1230,"60d20+600",30,12,30,4,14,14,"unaligned","unaligned"
"2426","Tatzelwurm","Medium","dragon","","neutral evil",120,"16d8+48",17,14,16,5,12,11,"neutral","evil"
"2427","Tembril","Large","monstrosity","","unaligned",114,"12d10+48",19,14,18,4,15,16,"unaligned","unaligned"
"2428","Tendril Puppet","Medium","plant","","lawful neutral",51,"6d8 + 24",16,15,18,6,6,8,"lawful","neutral"
"2429","Terror Bird","Large","beast","","unaligned",65,"10d8+20",18,12,14,3,12,10,"unaligned","unaligned"
"2430","Tetomatli","Large","construct","","chaotic evil",152,"16d10+64",20,10,18,5,11,3,"chaotic","evil"
"2431","The Barbed","Small","humanoid","kobold","lawful evil",44,"8d8+8",14,16,12,8,10,11,"lawful","evil"
"2432","The Flesh","Medium","aberration","","neutral evil",78,"12d8+24",18,14,14,8,13,10,"neutral","evil"
"2433","Thin Giant","Huge","giant","","chaotic evil",168,"16d12+64",23,16,18,11,13,9,"chaotic","evil"
"2434","Thorned Sulfurlord","Huge","fiend","","chaotic evil",171,"18d12+54",20,14,16,10,9,12,"chaotic","evil"
"2435","Thornheart Guardian","Large","construct","","lawful evil",133,"14d10+56",19,10,18,7,14,1,"lawful","evil"
"2436","Thread-Bound Constrictor Snake","Huge","construct","","unaligned",60,"8d12+8",19,14,12,1,10,3,"unaligned","unaligned"
